"TagCode"	"agency"	"run"	"hatchery"	"stock"	"release_loc"	"brood_year"	"hatch_reg"	"stock_reg"	"rel_reg"	"DIT"
"220122"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"LYONS FERRY HATCHERY"	"SNAKE R@PITT. LNDG"	2010	"SNAK"	"SNAK"	"SNAK"	NA
"090890"	"ODFW"	"Spring"	"BONNEVILLE HATCHERY"	"CLACKAMAS R EARLY"	"YOUNGS R & BAY"	2014	"LOCR"	"LOCR"	"LOCR"	NA
"220325"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"LYONS FERRY HATCHERY"	"SNAKE R@PITT. LNDG"	2011	"SNAK"	"SNAK"	"SNAK"	NA
"220358"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"LYONS FERRY HATCHERY"	"SNAKE R@PITT. LNDG"	2014	"SNAK"	"SNAK"	"SNAK"	"DIT"
"220207"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"LYONS FERRY HATCHERY"	"LUKE'S GULCH A F"	2010	"SNAK"	"SNAK"	"SNAK"	NA
"220230"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"LYONS FERRY HATCHERY"	"LUKE'S GULCH A F"	2014	"SNAK"	"SNAK"	"SNAK"	"DIT"
"220224"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"LYONS FERRY HATCHERY"	"CLWTR @ LAPWAI CRK"	2011	"SNAK"	"SNAK"	"SNAK"	NA
"220350"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"LYONS FERRY HATCHERY"	"CAPTAIN JOHNS PD"	2013	"SNAK"	"SNAK"	"SNAK"	"DIT"
"211058"	"NWIFC"	"Summer"	"LONESOME CR HATCHERY"	"SOL DUC R   20.0096"	"SOL DUC R   20.0096"	2012	"NWC"	"NWC"	"NWC"	NA
"211103"	"NWIFC"	"Summer"	"LONESOME CR HATCHERY"	"SOL DUC R   20.0096"	"SOL DUC R   20.0096"	2013	"NWC"	"NWC"	"NWC"	NA
"220143"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"LYONS FERRY HATCHERY"	"CAPTAIN JOHNS PD"	2012	"SNAK"	"SNAK"	"SNAK"	"DIT"
"220367"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"LYONS FERRY HATCHERY"	"CAPTAIN JOHNS PD"	2015	"SNAK"	"SNAK"	"SNAK"	"DIT"
"220327"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"LYONS FERRY HATCHERY"	"CAPTAIN JOHNS PD"	2011	"SNAK"	"SNAK"	"SNAK"	NA
"220338"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"LYONS FERRY HATCHERY"	"CAPTAIN JOHNS PD"	2012	"SNAK"	"SNAK"	"SNAK"	"DIT"
"220355"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"LYONS FERRY HATCHERY"	"CAPTAIN JOHNS PD"	2014	"SNAK"	"SNAK"	"SNAK"	NA
"044278"	"ADFG"	"Spring"	"WHITMAN LAKE"	"WHITMAN LAKE H"	"HERRING COVE 101-45"	2014	"SEAK"	"SEAK"	"SEAK"	NA
"220141"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"LYONS FERRY HATCHERY"	"CAPTAIN JOHNS PD"	2012	"SNAK"	"SNAK"	"SNAK"	NA
"044285"	"ADFG"	"Spring"	"WHITMAN LAKE"	"WHITMAN LAKE H"	"CARROLL INLET 101-45"	2014	"SEAK"	"SEAK"	"SEAK"	NA
"220142"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"LYONS FERRY HATCHERY"	"BIG CANYON ACCL POND"	2012	"SNAK"	"SNAK"	"SNAK"	NA
"044388"	"ADFG"	"Spring"	"HIDDEN FALLS"	"HIDDEN FALLS H"	"KASNYKU BAY 112-11"	2015	"SEAK"	"SEAK"	"SEAK"	NA
"220127"	"NPT"	"Spring"	"NPT HATCHERY"	"CLEARWATER"	"NEWSOME CK:SFK CLWTR"	2011	"SNAK"	"SNAK"	"SNAK"	NA
"091180"	"ODFW"	"Fall"	"ELK R HATCHERY"	"ELK R (ELK R HT)"	"ELK R"	2016	"SOOR"	"SOOR"	"SOOR"	NA
"220128"	"NPT"	"Spring"	"NPT HATCHERY"	"CLEARWATER"	"LOLO CRK"	2011	"SNAK"	"SNAK"	"SNAK"	NA
"082747"	"CDFO"	NA	NA	"S-Taku R Low"	"R-Taku R Low"	2011	NA	""	""	NA
"220179"	"NPT"	"Spring"	"NPT HATCHERY"	"CLEARWATER"	"LOLO CRK"	2019	"SNAK"	"SNAK"	"SNAK"	"DIT"
"220152"	"NPT"	"Spring"	"NPT HATCHERY"	"CLEARWATER"	"LOLO CRK"	2015	"SNAK"	"SNAK"	"SNAK"	"DIT"
"220185"	"NPT"	"Spring"	"NPT HATCHERY"	"CLEARWATER MIX"	"NPT HATCHERY"	2019	"SNAK"	"SNAK"	"SNAK"	NA
"220140"	"NPT"	"Spring"	"NPT HATCHERY"	"CLEARWATER MIX"	"NPT HATCHERY"	2013	"SNAK"	"SNAK"	"SNAK"	NA
"220149"	"NPT"	"Spring"	"NPT HATCHERY"	"CLEARWATER MIX"	"LOLO CRK"	2014	"SNAK"	"SNAK"	"SNAK"	NA
"220172"	"NPT"	"Spring"	"NPT HATCHERY"	"CLEARWATER MIX"	"LOLO CRK"	2017	"SNAK"	"SNAK"	"SNAK"	"DIT"
"220132"	"NPT"	"Spring"	"NPT HATCHERY"	"CLEARWATER MIX"	"LOLO CRK"	2013	"SNAK"	"SNAK"	"SNAK"	"DIT"
"044684"	"ADFG"	"Spring"	"WILLIAM JACK HERNAND"	"DECEPTION CR 247-41"	"DECEPTION CR 247-41"	2016	"CNAK"	"CNAK"	"CNAK"	NA
"220158"	"NPT"	"Summer"	"MCCALL HATCHERY"	"JOHNSON CRK"	"JOHNSON CREEK TRAP"	2014	"SNAK"	"SNAK"	"SNAK"	"DIT"
"220163"	"NPT"	"Summer"	"MCCALL HATCHERY"	"JOHNSON CRK"	"JOHNSON CREEK TRAP"	2015	"SNAK"	"SNAK"	"SNAK"	"DIT"
"220261"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"SNAKE R"	"LUKE'S GULCH A F"	2016	"SNAK"	"SNAK"	"SNAK"	NA
"220273"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"SNAKE R"	"NPT HATCHERY"	2019	"SNAK"	"SNAK"	"SNAK"	NA
"090795"	"ODFW"	"Spring"	"LOOKINGGLASS HATCH"	"CATHERINE CR (GRANDE"	"CATHERINE CR (GRANDE"	2013	"SNAK"	"SNAK"	"SNAK"	NA
"220277"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"SNAKE R"	"CLWTR @ LAPWAI CRK"	2019	"SNAK"	"SNAK"	"SNAK"	NA
"220279"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"SNAKE R"	"LUKE'S GULCH A F"	2020	"SNAK"	"SNAK"	"SNAK"	NA
"220259"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"SNAKE R"	"NPT HATCHERY"	2016	"SNAK"	"SNAK"	"SNAK"	NA
"090636"	"ODFW"	"Spring"	"UMATILLA HATCHERY"	"UMATILLA R"	"UMATILLA R"	2011	"CECR"	"CECR"	"CECR"	NA
"220511"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"SNAKE R"	"BIG CANYON ACCL POND"	2018	"SNAK"	"SNAK"	"SNAK"	NA
"220512"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"SNAKE R"	"BIG CANYON ACCL POND"	2018	"SNAK"	"SNAK"	"SNAK"	NA
"220199"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"SNAKE R"	"SNAKE R @PITTSBURG L"	2019	"SNAK"	"SNAK"	"SNAK"	NA
"031671"	"NMFS"	NA	"LITTLE PORT WALTER"	"UNUK R 101-75"	"L PORT WALTER 109-10"	2011	"SEAK"	"SEAK"	"SEAK"	NA
"220378"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"SNAKE R"	"SNAKE R@PITT. LNDG"	2015	"SNAK"	"SNAK"	"SNAK"	NA
"044988"	"ADFG"	"Spring"	"CRYSTAL LAKE"	"CRYSTAL LAKE H"	"CITY CR 108-60"	2016	"SEAK"	"SEAK"	"SEAK"	NA
"220385"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"SNAKE R"	"SNAKE R@PITT. LNDG"	2016	"SNAK"	"SNAK"	"SNAK"	NA
"045030"	"ADFG"	"Spring"	"CRYSTAL LAKE"	"CRYSTAL LAKE H"	"CRYSTAL CR 106-44"	2016	"SEAK"	"SEAK"	"SEAK"	NA
"220374"	"NPT"	"URB L-Fall"	"LYONS FERRY HATCHERY"	"SNAKE R"	"BIG CANYON ACCL POND"	2015	"SNAK"	"SNAK"	"SNAK"	"DIT"
"031674"	"NMFS"	NA	"LITTLE PORT WALTER"	"UNUK R 101-75"	"L PORT WALTER 109-10"	2012	"SEAK"	"SEAK"	"SEAK"	NA
"220240"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"LYONS FERRY HATCHERY"	"CLWTR @ LAPWAI CRK"	2013	"SNAK"	"SNAK"	"SNAK"	"DIT"
"045110"	"ADFG"	"Summer"	"MEDVEJIE"	"MEDVEJIE H"	"BEAR COVE 113-41"	2018	"SEAK"	"SEAK"	"SEAK"	NA
"044392"	"ADFG"	"Spring"	"MEDVEJIE"	"MEDVEJIE H"	"BEAR COVE 113-41"	2015	"SEAK"	"SEAK"	"SEAK"	NA
"045134"	"ADFG"	"Spring"	"CRYSTAL LAKE"	"CRYSTAL LAKE H"	"ANITA BAY 107-30"	2017	"SEAK"	"SEAK"	"SEAK"	NA
"043036"	"ADFG"	"Spring"	"MEDVEJIE"	"MEDVEJIE H"	"HALIBUT PT 113-40"	2011	"SEAK"	"SEAK"	"SEAK"	NA
"094509"	"ODFW"	"Fall"	"ELK R HATCHERY"	"CHETCO R"	"CHETCO R"	2015	"SOOR"	"SOOR"	"SOOR"	NA
"045183"	"ADFG"	"Summer"	"MACAULAY"	"MACAULAY H"	"AUKE BAY 111-50"	2017	"SEAK"	"SEAK"	"SEAK"	NA
"091210"	"ODFW"	"Fall"	"ELK R HATCHERY"	"ELK R (ELK R HT)"	"ELK R"	2017	"SOOR"	"SOOR"	"SOOR"	NA
"090679"	"ODFW"	"Spring"	"MCKENZIE HATCHERY"	"MCKENZIE HATCHERY"	"MCKENZIE R 1"	2011	"LOCR"	"LOCR"	"LOCR"	NA
"184574"	"CDFO"	"Fall"	"H-Robertson Creek H"	"S-Robertson Cr"	"R-Robertson Cr"	2018	""	""	""	NA
"220238"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"LYONS FERRY HATCHERY"	"CLWTR @ LAPWAI CRK"	2013	"SNAK"	"SNAK"	"SNAK"	NA
"220232"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"LYONS FERRY HATCHERY"	"NPT HATCHERY"	2012	"SNAK"	"SNAK"	"SNAK"	"DIT"
"220226"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"LYONS FERRY HATCHERY"	"NPT HATCHERY"	2012	"SNAK"	"SNAK"	"SNAK"	NA
"045362"	"ADFG"	"Spring"	"CRYSTAL LAKE"	"CRYSTAL LAKE H"	"ANITA BAY 107-30"	2018	"SEAK"	"SEAK"	"SEAK"	NA
"637785"	"WDFW"	"Fall"	"GLENWOOD SPRINGS"	"GLENWOOD SPRINGS"	"EAST SOUND BAY (SAN)"	2018	"NOWA"	"NOWA"	"NOWA"	NA
"045376"	"ADFG"	"Spring"	"WHITMAN LAKE"	"WHITMAN LAKE H"	"HERRING COVE 101-45"	2018	"SEAK"	"SEAK"	"SEAK"	NA
"637241"	"WDFW"	"Summer"	"WELLS HATCHERY"	"WELLS HATCHERY"	"COLUMBIA NEAR WELLS"	2017	"UPCR"	"UPCR"	"UPCR"	NA
"637345"	"WDFW"	"Summer"	"WELLS HATCHERY"	"WELLS HATCHERY"	"COLUMBIA NEAR WELLS"	2017	"UPCR"	"UPCR"	"UPCR"	NA
"637939"	"WDFW"	"Spring"	"METHOW HATCHERY"	"METHOW R     48.0002"	"METHOW R     48.0002"	2020	"UPCR"	"UPCR"	"UPCR"	"DIT"
"045428"	"ADFG"	"Spring"	"MACAULAY"	"MACAULAY H"	"FISH CR 111-50"	2018	"SEAK"	"SEAK"	"SEAK"	NA
"636630"	"WDFW"	"Spring"	"FALLERT CR HATCHERY"	"KALAMA R     27.0002"	"FALLERT CR   27.0017"	2013	"LOCR"	"LOCR"	"LOCR"	NA
"637661"	"WDFW"	"Spring"	"LEWIS RIVER HATCHERY"	"LEWIS RIVER HATCHERY"	"LEWIS R -NF  27.0168"	2019	"LOCR"	"LOCR"	"LOCR"	NA
"637976"	"WDFW"	"Spring"	"COWLITZ SALMON HATCHERY"	"COWLITZ SAL HATCHERY"	"COWLITZ R    26.0002"	2020	"LOCR"	"LOCR"	"LOCR"	"DIT"
"638269"	"WDFW"	"Spring"	"HUPP SPRINGS REARING"	"WHITE R      10.0031"	"MINTER CR    15.0048"	2021	"SPS"	"MPS"	"SPS"	"DIT"
"090599"	"ODFW"	"Fall"	"SALMON R HATCHERY"	"SALMON R"	"SALMON R"	2011	"NOOR"	"NOOR"	"NOOR"	NA
"220217"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"LYONS FERRY HATCHERY"	"NPT HATCHERY"	2011	"SNAK"	"SNAK"	"SNAK"	NA
"090366"	"ODFW"	"Fall"	"BIG CR HATCHERY"	"BIG CR HATCHERY"	"BIG CR (LWR COL R)"	2010	"LOCR"	"LOCR"	"LOCR"	NA
"637791"	"WDFW"	"Fall"	"GLENWOOD SPRINGS"	"GLENWOOD SPRINGS"	"EAST SOUND BAY (SAN)"	2020	"NOWA"	"NOWA"	"NOWA"	NA
"637792"	"WDFW"	"Fall"	"GLENWOOD SPRINGS"	"GLENWOOD SPRINGS"	"EAST SOUND BAY (SAN)"	2020	"NOWA"	"NOWA"	"NOWA"	NA
"637824"	"WDFW"	"Fall"	"GLENWOOD SPRINGS"	"GLENWOOD SPRINGS"	"EAST SOUND BAY (SAN)"	2020	"NOWA"	"NOWA"	"NOWA"	NA
"090466"	"ODFW"	"Spring"	"TRASK R HATCHERY"	"TRASK R (TRASK HT)"	"TRASK R"	2014	"NOOR"	"NOOR"	"NOOR"	NA
"092050"	"ODFW"	"Fall"	"BIG CR HATCHERY"	"BIG CR HATCHERY"	"KLASKANINE R N FK"	2010	"LOCR"	"LOCR"	"LOCR"	NA
"090534"	"ODFW"	"Spring"	"MCKENZIE HATCHERY"	"MCKENZIE HATCHERY"	"MCKENZIE R 1"	2010	"LOCR"	"LOCR"	"LOCR"	NA
"210964"	"WDFW"	"Summer"	"MARBLEMOUNT HATCHERY"	"SKAGIT R     03.0176"	"CO LINE PD2 03.1853B"	2010	"SKAG"	"SKAG"	"SKAG"	NA
"211518"	"WDFW"	"Summer"	"SOLDUC HATCHERY"	"SOL DUC R   20.0096"	"SOL DUC -SF 20.0354"	2020	"NWC"	"NWC"	"NWC"	NA
"635075"	"WDFW"	"Fall"	NA	"COWEEMAN R   26.0003"	"COWEEMAN R   26.0003"	2010	NA	"LOCR"	"LOCR"	NA
"0404040802"	"ADFG"	"Spring"	"MEDVEJIE"	"MEDVEJIE H"	"BEAR COVE 113-41"	2015	"SEAK"	"SEAK"	"SEAK"	NA
"0405040705"	"ADFG"	"Spring"	"DEER MOUNTAIN"	"DEER MOUNTAIN H"	"KETCHIKAN CR 101-47"	2019	"SEAK"	"SEAK"	"SEAK"	NA
"091052"	"ODFW"	"Fall"	"ELK R HATCHERY"	"ELK R (ELK R HT)"	"ELK R"	2015	"SOOR"	"SOOR"	"SOOR"	NA
"090670"	"ODFW"	"Spring"	"MARION FORKS HATCH"	"SANTIAM R N FK"	"SANTIAM R & N FK-1"	2011	"LOCR"	"LOCR"	"LOCR"	NA
"636190"	"WDFW"	"Fall"	NA	"LEWIS R -NF  27.0168"	"LEWIS R -NF  27.0168"	2011	NA	"LOCR"	"LOCR"	NA
"045435"	"ADFG"	"Summer"	NA	"TEBAY R 212-20"	"TEBAY R 212-20"	2018	NA	"CNAK"	"CNAK"	NA
"045439"	"ADFG"	"Summer"	NA	"CHISTOCHINA R 212-20"	"CHISTOCHINA R 212-20"	2018	NA	"CNAK"	"CNAK"	NA
"211397"	"NWIFC"	"Summer"	"SOLDUC HATCHERY"	"SOL DUC R   20.0096"	"SOL DUC R   20.0096"	2019	"NWC"	"NWC"	"NWC"	NA
"211392"	"STIL"	"Fall"	"BRENNER HATCHERY"	"STILLAGUAMISH R"	"STILLAGUAMISH R -SF"	2019	"NPS"	"NPS"	"NPS"	NA
"211391"	"STIL"	"Summer"	"WHITEHORSE POND"	"STILLAGUAMISH R -NF"	"WHITEHORSE SPRINGS"	2019	"NPS"	"NPS"	"NPS"	NA
"211482"	"NWIFC"	"Spring"	"WHITE RIVER HATCHERY"	"WHITE R      10.0031"	"WHITE R      10.0031"	2020	"MPS"	"MPS"	"MPS"	"DIT"
"220223"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"LYONS FERRY HATCHERY"	"NPT HATCHERY"	2011	"SNAK"	"SNAK"	"SNAK"	NA
"211483"	"NWIFC"	"Spring"	"WHITE RIVER HATCHERY"	"WHITE R      10.0031"	"WHITE R      10.0031"	2020	"MPS"	"MPS"	"MPS"	"DIT"
"060397"	"CDFW"	"Fall"	"IRON GATE HATCHERY"	"KLAMATH RIVER"	"IRON GATE HATCHERY"	2019	"KLTR"	"KLTR"	"KLTR"	NA
"060522"	"CDFW"	"Spring"	"SAN JOAQ R CONSERVAT HAT"	"FEATHER R HATCHERY"	"SAN JOAQ R GRT VAL GR 140"	2019	"SJOA"	"SAFA"	"SJOA"	NA
"060554"	"CDFW"	"Spring"	"SAN JOAQ R CONSERVAT HAT"	"FEATHER R HATCHERY"	"SAN JOAQ R GRT VAL GR 140"	2018	"SJOA"	"SAFA"	"SJOA"	NA
"060615"	"CDFW"	"Fall"	"TRINITY R HATCHERY"	"TRINITY RIVER"	"TRINITY R HATCHERY"	2014	"KLTR"	"KLTR"	"KLTR"	NA
"061447"	"CDFW"	"Spring"	"SAN JOAQ R CONSERVAT HAT"	"FEATHER R HATCHERY"	"SAN JOAQ R GRT VAL GR 140"	2018	"SJOA"	"SAFA"	"SJOA"	NA
"061526"	"CDFW"	"Fall"	"IRON GATE HATCHERY"	"KLAMATH RIVER"	"IRON GATE HATCHERY"	2019	"KLTR"	"KLTR"	"KLTR"	NA
"061583"	"CDFW"	"Fall"	"IRON GATE HATCHERY"	"KLAMATH RIVER"	"IRON GATE HATCHERY"	2018	"KLTR"	"KLTR"	"KLTR"	NA
"061965"	"CDFW"	"Spring"	"SAN JOAQ R CONSERVAT HAT"	"FEATHER R HATCHERY"	"SAN JOAQ R GRT VAL GR 140"	2019	"SJOA"	"SAFA"	"SJOA"	NA
"061966"	"CDFW"	"Spring"	"SAN JOAQ R CONSERVAT HAT"	"FEATHER R HATCHERY"	"SAN JOAQ R GRT VAL GR 140"	2019	"SJOA"	"SAFA"	"SJOA"	NA
"062074"	"CDFW"	"Fall"	"IRON GATE HATCHERY"	"KLAMATH RIVER"	"IRON GATE HATCHERY"	2019	"KLTR"	"KLTR"	"KLTR"	NA
"062075"	"CDFW"	"Fall"	"IRON GATE HATCHERY"	"KLAMATH RIVER"	"IRON GATE HATCHERY"	2019	"KLTR"	"KLTR"	"KLTR"	NA
"062076"	"CDFW"	"Fall"	"IRON GATE HATCHERY"	"KLAMATH RIVER"	"IRON GATE HATCHERY"	2019	"KLTR"	"KLTR"	"KLTR"	NA
"062077"	"CDFW"	"Fall"	"IRON GATE HATCHERY"	"KLAMATH RIVER"	"IRON GATE HATCHERY"	2019	"KLTR"	"KLTR"	"KLTR"	NA
"062078"	"CDFW"	"Fall"	"IRON GATE HATCHERY"	"KLAMATH RIVER"	"IRON GATE HATCHERY"	2019	"KLTR"	"KLTR"	"KLTR"	NA
"062205"	"CDFW"	"Spring"	"SAN JOAQ R CONSERVAT HAT"	"FEATHER R HATCHERY"	"SAN JOAQ R GRT VAL GR 140"	2020	"SJOA"	"SAFA"	"SJOA"	NA
"068020"	"CDFW"	"Spring"	"SAN JOAQ R CONSERVAT HAT"	"FEATHER R HATCHERY"	"SAN JOAQ R GRT VAL GR 140"	2019	"SJOA"	"SAFA"	"SJOA"	NA
"190632"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"EASTON POND     (39)"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"190631"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"EASTON POND     (39)"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"190630"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"CLARK FLAT POND (39)"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"190629"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"CLARK FLAT POND (39)"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"635584"	"WDFW"	"Spring"	"TWISP ACCLIMATION PD"	"TWISP R      48.0374"	"TWISP R      48.0374"	2010	"UPCR"	"UPCR"	"UPCR"	NA
"635587"	"WDFW"	"Fall"	"MINTER CR HATCHERY"	"MINTER CR    15.0048"	"MINTER CR    15.0048"	2010	"SPS"	"SPS"	"SPS"	NA
"190628"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"JACK CR ACCL. PONDS"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"190627"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"JACK CR ACCL. PONDS"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"190624"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"JACK CR ACCL. PONDS"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"190623"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"JACK CR ACCL. PONDS"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"190622"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"CLARK FLAT POND (39)"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"190621"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"CLARK FLAT POND (39)"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"190620"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"JACK CR ACCL. PONDS"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"190618"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"CLARK FLAT POND (39)"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"190617"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"CLARK FLAT POND (39)"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"190616"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"EASTON POND     (39)"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"190615"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"EASTON POND     (39)"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"190626"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"EASTON POND     (39)"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"190625"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"EASTON POND     (39)"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"190619"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"JACK CR ACCL. PONDS"	2019	"UPCR"	"UPCR"	"UPCR"	NA
"220212"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"LYONS FERRY HATCHERY"	"NPT HATCHERY"	2010	"SNAK"	"SNAK"	"SNAK"	NA
"090581"	"ODFW"	"Spring"	"WILLAMETTE HATCHERY"	"MID WILLAMETTE R"	"WILLAMETTE R M FK-1"	2011	"LOCR"	"LOCR"	"LOCR"	NA
"637888"	"WDFW"	"Spring"	"FALLERT CR HATCHERY"	"KALAMA R HATCH  27.0002"	"FALLERT CR   27.0017"	2020	"LOCR"	"LOCR"	"LOCR"	NA
"637970"	"WDFW"	"Spring"	"COWLITZ SALMON HATCHERY"	"COWLITZ SAL HATCHERY"	"COWLITZ R    26.0002"	2020	"LOCR"	"LOCR"	"LOCR"	"DIT"
"0201020702"	"CDFO"	"Spring"	"H-McIntyre Creek H"	"S-Yukon R"	"R-Fox Cr"	2011	""	""	""	NA
"220211"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"LYONS FERRY HATCHERY"	"NPT HATCHERY"	2010	"SNAK"	"SNAK"	"SNAK"	NA
"636450"	"WDFW"	"Fall"	NA	"COWEEMAN R   26.0003"	"COWEEMAN R   26.0003"	2012	NA	"LOCR"	"LOCR"	"DIT"
"635770"	"WDFW"	"Summer"	"WELLS HATCHERY"	"WELLS HATCHERY"	"COLUMBIA NEAR WELLS"	2010	"UPCR"	"UPCR"	"UPCR"	NA
"091202"	"ODFW"	"Spring"	"CEDAR CR HATCHERY"	"NESTUCCA R (CEDAR CR"	"THREE RIVERS (NESTUC"	2017	"NOOR"	"NOOR"	"NOOR"	NA
"636465"	"WDFW"	"Fall"	NA	"LEWIS R -NF  27.0168"	"LEWIS R -NF  27.0168"	2012	NA	"LOCR"	"LOCR"	NA
"636595"	"WDFW"	"Fall"	NA	"COWEEMAN R   26.0003"	"COWEEMAN R   26.0003"	2015	NA	"LOCR"	"LOCR"	"DIT"
"090996"	"ODFW"	"Spring"	"DEXTER PONDS (WILLAM"	"MID WILLAMETTE R"	"WILLAMETTE R M FK-1"	2015	"LOCR"	"LOCR"	"LOCR"	NA
"636085"	"WDFW"	"Spring"	"MARBLEMOUNT HATCHERY"	"SKAGIT R     03.0176"	"CASCADE R    03.1411"	2010	"SKAG"	"SKAG"	"SKAG"	NA
"091099"	"ODFW"	"Spring"	"LOOKINGGLASS HATCH"	"GRANDE RONDE R UPR"	"GRANDE RONDE R 2"	2016	"SNAK"	"SNAK"	"SNAK"	NA
"636170"	"WDFW"	"Fall"	"ELWHA HATCHERY"	"ELWHA R      18.0272"	"ELWHA R      18.0272"	2011	"JUAN"	"JUAN"	"JUAN"	NA
"090476"	"ODFW"	"Spring"	"CLACKAMAS HATCHERY"	"CLACKAMAS R EARLY"	"CLACKAMAS R"	2010	"LOCR"	"LOCR"	"LOCR"	NA
"180466"	"CDFO"	"Summer"	"H-Puntledge River H"	"S-Puntledge R"	"R-Comox Lk"	2010	""	""	""	NA
"180467"	"CDFO"	"Summer"	"H-Puntledge River H"	"S-Puntledge R"	"R-Comox Lk"	2010	""	""	""	NA
"220210"	"NPT"	"URB L-Fall"	"NPT HATCHERY"	"LYONS FERRY HATCHERY"	"NPT HATCHERY"	2010	"SNAK"	"SNAK"	"SNAK"	NA
"190375"	"YAKA"	"Spring"	"CLE ELUM HATCHERY"	"YAKIMA R-UPR 39.0002"	"CLARK FLAT POND (39)"	2012	"UPCR"	"UPCR"	"UPCR"	NA
